,序号,提交答卷时间,所用时间,来源,来源详情,来自IP,1（1）典型男性姓名1：,（2）我认为该姓名1代表男性的典型程度:,2（1）典型男性姓名2：,（2）我认为该姓名2代表男性的典型程度:,3（1）典型男性姓名3：,（2）我认为该姓名3代表男性的典型程度:,"（二）请写出三个典型女性姓名，并评价每个姓名的典型性程度。
4（1）典型女性姓名1：",（2）我认为该姓名1代表女性的典型程度:,5（1）典型女性姓名2：,（2）我认为该姓名2代表女性的典型程度:,6（1）典型女性姓名3：,（2）我认为该姓名3代表女性的典型程度:,1（1）典型男性行为1：,（2）我认为该行为1代表男性的典型程度:,（3）我认为该行为1的积极程度,2（1）典型男性行为2：,（2）我认为该行为2代表男性的典型程度:,（3）我认为该行为2的积极程度,3（1）典型男性行为3：,（2）我认为该行为3代表男性的典型程度:,（3）我认为该行为3的积极程度,"（二）请写出三个典型女性行为，并评价每个行为的典型性程度和积极程度。
4（1）典型女性行为1：",（2）我认为该行为1代表女性的典型程度:,（3）我认为该行为1的积极程度.1,5（1）典型女性行为2：,（2）我认为该行为2代表女性的典型程度:,（3）我认为该行为2的积极程度.1,6（1）典型女性行为3：,（2）我认为该行为3代表女性的典型程度:,（3）我认为该行为3的积极程度.1,"（三）请写出你认为最受欢迎和最不能容忍的典型男性行为。
1. 我认为最受欢迎的典型男性行为是",2. 我认为最不能容忍的典型男性行为是,"（四）请写出你认为最受欢迎和最不能容忍的典型女性行为。
1. 我认为最受欢迎的典型女性行为是",2. 我认为最不能容忍的典型女性行为是,1（1）典型男性特质1：,（2）我认为该特质1代表男性的典型程度:,（3）我认为该特质1的积极程度,2（1）典型男性特质2：,（2）我认为该特质2代表男性的典型程度:,（3）我认为该特质2的积极程度,3（1）典型男性特质3：,（2）我认为该特质3代表男性的典型程度:,（3）我认为该特质3的积极程度,"（二）请写出三个典型女性特质，并评价每个特质的典型性程度和积极程度。
4（1）典型女性特质1：",（2）我认为该特质1代表女性的典型程度:,（3）我认为该特质1的积极程度.1,5（1）典型女性特质2：,（2）我认为该特质2代表女性的典型程度:,（3）我认为该特质2的积极程度.1,6（1）典型女性特质3：,（2）我认为该特质3代表女性的典型程度:,（3）我认为该特质3的积极程度.1,"（三）请写出你认为最受欢迎和最不能容忍的典型男性特质。
1. 我认为最受欢迎的典型男性特质是",2. 我认为最不能容忍的典型男性特质是,"（四）请写出你认为最受欢迎和最不能容忍的典型女性特质。
1. 我认为最受欢迎的典型女性特质是",2. 我认为最不能容忍的典型女性特质是,1. 我的性别,2. 我的年龄,3. 我的受教育水平,4. 我觉得自己在社会中的阶层等级：（1表示最底层，10表示最高层，请打分）
350,351,2020/11/10 12:52:01,816秒,手机提交,直接访问,117.136.81.197(湖北-武汉),0,0.25,30,0.21428571428571427,68,0.21428571428571427,1093,0.21428571428571427,994,0.21428571428571427,768,0.25,498,0.21428571428571427,6比较积极,579,0.21428571428571427,4一般,37,0.17857142857142858,3有些消极,858,0.17857142857142858,5有些积极,824,0.17857142857142858,4一般,637,0.21428571428571427,5有些积极,细心活泼,长期抽烟喝酒,贴心可爱,有各种不良习惯,689,0.17857142857142858,6比较积极,670,0.17857142857142858,6比较积极,21,0.21428571428571427,6比较积极,810,0.17857142857142858,4一般,567,0.21428571428571427,6比较积极,4,0.21428571428571427,4一般,积极活泼、体贴,大男子主义,细心但不矫情,做作虚伪,女性,20,本科,6
351,352,2020/11/10 13:30:58,379秒,微信,,218.199.207.120(湖北-武汉),929,0.21428571428571427,1529,0.07142857142857142,1421,0.14285714285714285,115,0.17857142857142858,33,0.21428571428571427,83,0.25,5,0.25,6比较积极,53,0.14285714285714285,4一般,36,0.17857142857142858,4一般,0,0.21428571428571427,5有些积极,64,0.25,4一般,27,0.25,4一般,付账,吃得比女生少太多,送小礼物,传八卦,11,0.21428571428571427,6比较积极,696,0.17857142857142858,5有些积极,67,0.10714285714285714,7非常积极,17,0.21428571428571427,7非常积极,0,0.10714285714285714,7非常积极,4,0.21428571428571427,4一般,负责任,男生八卦,善解人意,八卦碎嘴,女性,22,硕士研究生及以上,5
352,353,2020/11/10 13:52:30,269秒,微信,,218.199.207.45(湖北-武汉),350,0.25,1188,0.17857142857142858,1256,0.17857142857142858,14,0.17857142857142858,1340,0.17857142857142858,1344,0.17857142857142858,724,0.17857142857142858,5有些积极,98,0.25,3有些消极,21,0.17857142857142858,5有些积极,21,0.17857142857142858,5有些积极,98,0.17857142857142858,5有些积极,849,0.17857142857142858,5有些积极,照镜子,插兜,照镜子,捋头发,27,0.17857142857142858,5有些积极,178,0.25,5有些积极,1014,0.10714285714285714,5有些积极,768,0.17857142857142858,5有些积极,829,0.17857142857142858,5有些积极,800,0.17857142857142858,5有些积极,JS里理解,哼你妹,45厘米华南理工,听你,男性,19,本科,5
353,354,2020/11/10 14:30:59,2550秒,手机提交,直接访问,175.167.138.172(辽宁-沈阳),73,0.25,171,0.17857142857142858,126,0.25,997,0.21428571428571427,1505,0.10714285714285714,1307,0.17857142857142858,137,0.25,7非常积极,231,0.25,7非常积极,916,0.14285714285714285,7非常积极,159,0.25,7非常积极,356,0.25,6比较积极,963,0.14285714285714285,7非常积极,包容,暴力，打人,知性,骄矜，或者绿茶？,28,0.21428571428571427,3有些消极,7,0.25,1非常消极,884,0.14285714285714285,4一般,21,0.14285714285714285,7非常积极,12,0.14285714285714285,7非常积极,74,0.17857142857142858,7非常积极,娘,软弱,傲慢无礼,绿茶,女性,25,本科,6
354,355,2020/11/10 14:36:07,305秒,手机提交,直接访问,175.167.138.172(辽宁-沈阳),73,0.25,171,0.25,126,0.25,33,0.25,62,0.17857142857142858,241,0.17857142857142858,753,0.17857142857142858,7非常积极,922,0.14285714285714285,4一般,210,0.10714285714285714,1非常消极,806,0.17857142857142858,6比较积极,926,0.14285714285714285,7非常积极,939,0.14285714285714285,1非常消极,关爱妻儿,打人,爱美,不洗澡,709,0.17857142857142858,7非常积极,7,0.25,3有些消极,763,0.17857142857142858,7非常积极,0,0.17857142857142858,5有些积极,6,0.17857142857142858,5有些积极,105,0.21428571428571427,7非常积极,包容女性,抠门,知性,无理取闹,女性,25,本科,6
355,356,2020/11/10 16:07:48,394秒,手机提交,直接访问,113.57.237.8(湖北-武汉),430,0.25,10,0.25,300,0.25,580,0.25,1044,0.21428571428571427,797,0.25,14,0.21428571428571427,6比较积极,2,0.21428571428571427,5有些积极,511,0.21428571428571427,5有些积极,0,0.21428571428571427,6比较积极,84,0.21428571428571427,6比较积极,7,0.17857142857142858,6比较积极,运动,沉迷于游戏,化妆打扮,无,2,0.21428571428571427,6比较积极,192,0.21428571428571427,6比较积极,57,0.21428571428571427,5有些积极,0,0.21428571428571427,6比较积极,4,0.21428571428571427,4一般,41,0.21428571428571427,6比较积极,果敢,冲动,优雅,无,女性,20,本科,1
356,357,2020/11/10 16:07:48,284秒,微信,,117.136.81.147(湖北-武汉),226,0.25,2,0.21428571428571427,1390,0.14285714285714285,513,0.25,1543,0.07142857142857142,217,0.17857142857142858,222,0.25,1非常消极,1,0.14285714285714285,4一般,5,0.21428571428571427,6比较积极,107,0.25,6比较积极,51,0.21428571428571427,6比较积极,0,0.21428571428571427,6比较积极,沙雕,自大,善良,斤斤计较,126,0.14285714285714285,6比较积极,35,0.14285714285714285,4一般,176,0.14285714285714285,4一般,25,0.14285714285714285,4一般,0,0.14285714285714285,4一般,5,0.14285714285714285,4一般,体贴,自大,温柔,作,女性,20,本科,5
357,358,2020/11/10 16:08:09,349秒,手机提交,直接访问,113.57.176.184(湖北-武汉),172,0.21428571428571427,10,0.21428571428571427,119,0.21428571428571427,120,0.21428571428571427,99,0.21428571428571427,1157,0.21428571428571427,2,0.21428571428571427,6比较积极,5,0.21428571428571427,5有些积极,73,0.17857142857142858,4一般,0,0.17857142857142858,5有些积极,40,0.17857142857142858,5有些积极,4,0.17857142857142858,5有些积极,做饭,打架骂人,笑,哭,118,0.17857142857142858,5有些积极,150,0.17857142857142858,2比较消极,89,0.17857142857142858,5有些积极,0,0.17857142857142858,5有些积极,17,0.17857142857142858,5有些积极,6,0.17857142857142858,5有些积极,能干,粗鲁,温柔,做作,女性,19,本科,5
358,359,2020/11/10 16:09:11,421秒,手机提交,直接访问,117.136.81.189(湖北-武汉),74,0.14285714285714285,6,0.14285714285714285,1376,0.14285714285714285,36,0.14285714285714285,1442,0.14285714285714285,244,0.14285714285714285,67,0.14285714285714285,5有些积极,906,0.14285714285714285,2比较消极,917,0.14285714285714285,3有些消极,927,0.14285714285714285,4一般,89,0.14285714285714285,4一般,9,0.14285714285714285,4一般,绅士礼貌,爆粗口,温柔体贴,脾气暴躁吵架,56,0.14285714285714285,4一般,30,0.14285714285714285,4一般,861,0.14285714285714285,4一般,130,0.14285714285714285,4一般,12,0.14285714285714285,4一般,19,0.14285714285714285,4一般,绅士,柔弱,坚强,娇气,女性,20岁,本科,7
359,360,2020/11/10 16:09:55,504秒,手机提交,直接访问,113.57.176.186(湖北-武汉),0,0.25,1388,0.14285714285714285,6,0.25,16,0.25,22,0.14285714285714285,974,0.14285714285714285,2,0.14285714285714285,3有些消极,972,0.10714285714285714,3有些消极,778,0.17857142857142858,5有些积极,21,0.17857142857142858,5有些积极,952,0.14285714285714285,2比较消极,34,0.17857142857142858,6比较积极,彬彬有礼,抽烟,温文尔雅,说脏话,911,0.14285714285714285,3有些消极,859,0.14285714285714285,3有些消极,31,0.25,3有些消极,940,0.14285714285714285,5有些积极,4,0.25,3有些消极,1,0.17857142857142858,5有些积极,彬彬有礼,粗俗,温柔,做作,女性,21,本科,5
360,361,2020/11/10 16:10:26,575秒,手机提交,直接访问,171.82.36.121(湖北-武汉),5,0.21428571428571427,1,0.21428571428571427,252,0.21428571428571427,111,0.21428571428571427,1045,0.21428571428571427,627,0.25,5,0.21428571428571427,6比较积极,2,0.21428571428571427,6比较积极,174,0.21428571428571427,6比较积极,4,0.21428571428571427,6比较积极,0,0.21428571428571427,6比较积极,11,0.21428571428571427,6比较积极,运动,过分沉迷游戏,有涵养,过分在意外表,118,0.21428571428571427,5有些积极,531,0.21428571428571427,4一般,20,0.21428571428571427,4一般,0,0.14285714285714285,6比较积极,17,0.21428571428571427,6比较积极,53,0.21428571428571427,6比较积极,体贴,钢铁直男,温柔,做作,女性,19,本科,7
361,362,2020/11/10 16:10:38,585秒,手机提交,直接访问,117.136.81.150(湖北-武汉),938,0.21428571428571427,470,0.25,346,0.25,59,0.21428571428571427,585,0.25,733,0.25,3,0.21428571428571427,4一般,1,0.21428571428571427,1非常消极,5,0.21428571428571427,6比较积极,0,0.21428571428571427,4一般,4,0.21428571428571427,5有些积极,9,0.21428571428571427,4一般,跳舞唱歌,抽烟,跳舞,做作,23,0.14285714285714285,7非常积极,87,0.25,2比较消极,35,0.21428571428571427,3有些消极,24,0.17857142857142858,7非常积极,0,0.21428571428571427,6比较积极,5,0.17857142857142858,6比较积极,温柔,自大,可爱,绿茶,女性,19,本科,6
362,363,2020/11/10 16:10:42,430秒,手机提交,直接访问,223.104.20.45(湖北-武汉),861,0.21428571428571427,1395,0.14285714285714285,926,0.21428571428571427,573,0.25,1020,0.21428571428571427,717,0.25,580,0.21428571428571427,6比较积极,149,0.14285714285714285,6比较积极,565,0.21428571428571427,3有些消极,34,0.17857142857142858,6比较积极,666,0.21428571428571427,6比较积极,704,0.21428571428571427,5有些积极,爱运动,抽烟,温柔,小心眼,31,0.21428571428571427,4一般,16,0.17857142857142858,2比较消极,532,0.21428571428571427,6比较积极,0,0.14285714285714285,7非常积极,261,0.17857142857142858,2比较消极,33,0.21428571428571427,5有些积极,不计较,自负,温柔,小心眼,男性,19,本科,5
363,364,2020/11/10 16:11:19,545秒,手机提交,直接访问,183.92.250.34(湖北-武汉),3,0.25,471,0.25,1232,0.17857142857142858,626,0.25,1512,0.10714285714285714,1510,0.10714285714285714,5,0.21428571428571427,6比较积极,1,0.10714285714285714,4一般,30,0.07142857142857142,6比较积极,0,0.21428571428571427,6比较积极,4,0.17857142857142858,5有些积极,184,0.21428571428571427,4一般,善良温柔体贴独立努力,不尊重女生 傲慢,耐心认真独立自信,耍心眼,79,0.14285714285714285,4一般,125,0.17857142857142858,4一般,300,0.14285714285714285,3有些消极,70,0.21428571428571427,5有些积极,183,0.21428571428571427,5有些积极,950,0.14285714285714285,4一般,温柔,不尊重别人,有气质,绿茶,女性,20,本科,3
364,365,2020/11/10 16:11:25,509秒,手机提交,直接访问,117.136.81.213(湖北-武汉),905,0.21428571428571427,0,0.25,1534,0.07142857142857142,551,0.25,44,0.25,522,0.25,1,0.21428571428571427,3有些消极,736,0.17857142857142858,4一般,919,0.14285714285714285,4一般,13,0.17857142857142858,5有些积极,822,0.17857142857142858,4一般,964,0.14285714285714285,4一般,主动包揽集体中劳动事务,恶意揣度女性,微笑,没有礼貌,511,0.21428571428571427,2比较消极,72,0.21428571428571427,2比较消极,875,0.14285714285714285,2比较消极,644,0.21428571428571427,4一般,263,0.14285714285714285,6比较积极,17,0.21428571428571427,5有些积极,谦逊,自负,温柔,没礼貌,女性,20,本科,5
365,366,2020/11/10 16:11:34,569秒,手机提交,直接访问,113.57.237.22(湖北-武汉),133,0.25,1237,0.17857142857142858,1190,0.17857142857142858,24,0.25,209,0.17857142857142858,578,0.25,772,0.17857142857142858,4一般,5,0.21428571428571427,6比较积极,509,0.21428571428571427,4一般,32,0.14285714285714285,4一般,880,0.17857142857142858,4一般,25,0.17857142857142858,4一般,打篮球，运动,打女孩子，侮辱女生,很会聊天，和别人相处,在背后说别人小话,164,0.25,4一般,23,0.14285714285714285,6比较积极,251,0.14285714285714285,4一般,164,0.25,4一般,953,0.14285714285714285,4一般,82,0.14285714285714285,4一般,开朗,小气，暴躁,活泼积极,八婆,女性,19,本科,7
366,367,2020/11/10 16:11:42,536秒,手机提交,直接访问,117.136.81.192(湖北-武汉),870,0.21428571428571427,435,0.25,881,0.21428571428571427,16,0.25,729,0.25,776,0.25,1,0.25,6比较积极,3,0.17857142857142858,2比较消极,739,0.17857142857142858,6比较积极,106,0.17857142857142858,7非常积极,7,0.21428571428571427,4一般,11,0.21428571428571427,4一般,帮助人,装,幽默,表里一套背地一套,158,0.17857142857142858,4一般,2,0.17857142857142858,6比较积极,49,0.17857142857142858,1非常消极,543,0.14285714285714285,6比较积极,1,0.17857142857142858,6比较积极,51,0.17857142857142858,3有些消极,大方注重细节,粗俗,幽默没有距离感,过于敏感,女性,19,本科,5
367,368,2020/11/10 16:11:59,586秒,手机提交,直接访问,117.136.81.180(湖北-武汉),386,0.25,438,0.25,932,0.21428571428571427,671,0.25,499,0.25,558,0.25,5,0.21428571428571427,6比较积极,2,0.17857142857142858,4一般,46,0.21428571428571427,5有些积极,819,0.17857142857142858,4一般,6,0.21428571428571427,6比较积极,888,0.17857142857142858,6比较积极,温柔,刚愎自用,归纳,无理取闹,528,0.21428571428571427,5有些积极,16,0.21428571428571427,5有些积极,17,0.14285714285714285,6比较积极,0,0.21428571428571427,6比较积极,4,0.21428571428571427,4一般,599,0.21428571428571427,5有些积极,温暖,无理取闹,善良,无理取闹,女性,24,本科,5
368,369,2020/11/10 16:13:28,667秒,手机提交,直接访问,113.57.176.184(湖北-武汉),12,0.25,0,0.21428571428571427,1,0.25,36,0.21428571428571427,647,0.25,1050,0.21428571428571427,284,0.25,4一般,462,0.21428571428571427,4一般,539,0.21428571428571427,4一般,860,0.17857142857142858,4一般,0,0.17857142857142858,4一般,930,0.14285714285714285,2比较消极,阳光正气,低俗言语与动作,大气宽容,假装柔弱,9,0.14285714285714285,4一般,998,0.10714285714285714,4一般,149,0.17857142857142858,4一般,82,0.14285714285714285,4一般,4,0.14285714285714285,4一般,995,0.14285714285714285,4一般,大气,畏畏缩缩,大气,娇气,女性,19,本科,5
369,370,2020/11/10 16:14:23,733秒,手机提交,直接访问,183.95.249.16(湖北-武汉),3,0.25,43,0.21428571428571427,1487,0.10714285714285714,663,0.25,1051,0.21428571428571427,1054,0.21428571428571427,3,0.21428571428571427,4一般,1,0.21428571428571427,2比较消极,66,0.21428571428571427,6比较积极,700,0.21428571428571427,6比较积极,0,0.21428571428571427,4一般,845,0.17857142857142858,5有些积极,看球赛,抽烟,温柔地劝解,讲小话,11,0.21428571428571427,6比较积极,252,0.14285714285714285,4一般,675,0.17857142857142858,6比较积极,1,0.21428571428571427,7非常积极,61,0.17857142857142858,4一般,585,0.21428571428571427,6比较积极,责任心,暴躁,重情,喜欢讲小话,女性,19,大专,7
370,371,2020/11/10 16:14:41,838秒,手机提交,直接访问,113.57.237.7(湖北-武汉),1217,0.17857142857142858,1253,0.17857142857142858,1408,0.14285714285714285,719,0.25,765,0.25,1361,0.17857142857142858,1,0.25,3有些消极,8,0.21428571428571427,3有些消极,2,0.25,1非常消极,32,0.25,4一般,181,0.25,4一般,189,0.25,4一般,有分寸,打人,大方,绿茶,13,0.25,7非常积极,145,0.17857142857142858,7非常积极,72,0.17857142857142858,1非常消极,5,0.25,7非常积极,89,0.25,7非常积极,288,0.17857142857142858,7非常积极,情商高,自大,善解人意,没情商,女性,19,本科,5
371,372,2020/11/10 16:15:09,790秒,手机提交,直接访问,171.82.28.27(湖北-武汉),921,0.21428571428571427,924,0.21428571428571427,5,0.25,523,0.25,1016,0.21428571428571427,555,0.25,1,0.14285714285714285,4一般,12,0.17857142857142858,6比较积极,777,0.17857142857142858,4一般,0,0.25,6比较积极,21,0.14285714285714285,4一般,4,0.21428571428571427,4一般,帮助女性,不做家务,化妆,靠性别卖惨,30,0.17857142857142858,6比较积极,2,0.17857142857142858,6比较积极,88,0.14285714285714285,6比较积极,6,0.17857142857142858,6比较积极,10,0.21428571428571427,4一般,1,0.21428571428571427,5有些积极,包容,自大,善良,敏感,女性,20,本科,5
372,373,2020/11/10 16:17:10,916秒,手机提交,直接访问,171.82.215.126(湖北-武汉),839,0.21428571428571427,893,0.21428571428571427,1185,0.17857142857142858,1116,0.21428571428571427,1058,0.21428571428571427,1096,0.21428571428571427,289,0.25,4一般,556,0.21428571428571427,6比较积极,469,0.21428571428571427,6比较积极,444,0.25,6比较积极,672,0.21428571428571427,6比较积极,703,0.21428571428571427,7非常积极,有责任心有担当,自负,温柔体贴,柔活不能自理,443,0.21428571428571427,6比较积极,7,0.17857142857142858,2比较消极,116,0.21428571428571427,6比较积极,0,0.17857142857142858,7非常积极,5,0.21428571428571427,7非常积极,1,0.17857142857142858,7非常积极,有责任心,自负,温柔,胡搅蛮缠,女性,20,本科,1
373,374,2020/11/10 16:20:50,1074秒,手机提交,直接访问,117.136.52.236(湖北-武汉),35,0.25,79,0.25,420,0.25,738,0.25,563,0.25,686,0.25,499,0.21428571428571427,6比较积极,477,0.21428571428571427,6比较积极,459,0.21428571428571427,6比较积极,26,0.17857142857142858,5有些积极,881,0.17857142857142858,5有些积极,0,0.21428571428571427,6比较积极,保护弱小,一时想不到啦,化妆,没有想到，不好意思！,26,0.14285714285714285,6比较积极,27,0.21428571428571427,6比较积极,38,0.21428571428571427,6比较积极,15,0.17857142857142858,4一般,292,0.14285714285714285,4一般,282,0.14285714285714285,4一般,体贴,吹牛,细心,斤斤计较,女性,19,本科,5
374,375,2020/11/10 16:20:55,1084秒,手机提交,直接访问,113.57.247.7(湖北-武汉),0,0.21428571428571427,368,0.25,463,0.25,668,0.25,701,0.25,1072,0.21428571428571427,14,0.21428571428571427,7非常积极,143,0.21428571428571427,2比较消极,3,0.21428571428571427,2比较消极,0,0.25,6比较积极,591,0.21428571428571427,4一般,931,0.14285714285714285,6比较积极,运动,打架,倾听,八卦,101,0.21428571428571427,6比较积极,514,0.21428571428571427,4一般,56,0.21428571428571427,7非常积极,186,0.21428571428571427,5有些积极,14,0.21428571428571427,5有些积极,53,0.21428571428571427,7非常积极,沉稳,易怒,温婉,心思复杂,男性,19,本科,7
375,376,2020/11/10 16:34:35,442秒,手机提交,直接访问,218.197.142.16(湖北-武汉),12,0.21428571428571427,0,0.21428571428571427,1416,0.14285714285714285,1002,0.21428571428571427,695,0.25,1439,0.14285714285714285,5,0.21428571428571427,6比较积极,8,0.25,2比较消极,1,0.21428571428571427,1非常消极,0,0.21428571428571427,5有些积极,187,0.17857142857142858,4一般,862,0.17857142857142858,4一般,帮助弱小,恃强凌弱,洁身自好,攀比跟风,431,0.21428571428571427,6比较积极,106,0.17857142857142858,4一般,483,0.21428571428571427,6比较积极,44,0.17857142857142858,4一般,955,0.14285714285714285,4一般,17,0.21428571428571427,6比较积极,尊重女性,自以为是,心胸开阔,骄傲善妒,女性,20,本科,2
376,377,2020/11/11 10:03:09,301秒,手机提交,直接访问,171.82.112.60(湖北-武汉),106,0.17857142857142858,121,0.07142857142857142,1480,0.10714285714285714,32,0.17857142857142858,1470,0.14285714285714285,1547,0.07142857142857142,1,0.17857142857142858,3有些消极,2,0.17857142857142858,4一般,36,0.14285714285714285,4一般,0,0.17857142857142858,4一般,950,0.14285714285714285,4一般,54,0.17857142857142858,4一般,单机游戏,吃饭吧唧嘴,化妆,化妆,1050,0.03571428571428571,3有些消极,865,0.14285714285714285,4一般,871,0.14285714285714285,4一般,973,0.14285714285714285,4一般,65,0.21428571428571427,4一般,987,0.14285714285714285,4一般,稳,急,好,不好,男性,22,本科,5
377,378,2020/11/11 10:05:17,588秒,手机提交,直接访问,113.57.176.189(湖北-武汉),0,0.25,1266,0.17857142857142858,909,0.21428571428571427,1182,0.21428571428571427,21,0.25,1102,0.21428571428571427,313,0.25,7非常积极,304,0.25,7非常积极,8,0.25,3有些消极,0,0.25,4一般,439,0.25,4一般,19,0.25,4一般,交女朋友,抽烟,玩游戏,作,187,0.25,5有些积极,16,0.21428571428571427,3有些消极,31,0.17857142857142858,2比较消极,19,0.21428571428571427,4一般,100,0.17857142857142858,1非常消极,609,0.21428571428571427,6比较积极,自来熟,自恋,行事利落,作,男性,20,本科,8
378,379,2020/11/11 10:05:47,607秒,手机提交,直接访问,113.57.237.10(湖北-武汉),4,0.25,28,0.21428571428571427,15,0.21428571428571427,76,0.25,1541,0.07142857142857142,759,0.25,17,0.25,3有些消极,14,0.17857142857142858,6比较积极,33,0.10714285714285714,7非常积极,7,0.21428571428571427,3有些消极,32,0.25,4一般,0,0.21428571428571427,5有些积极,玩游戏,女装大佬,化妆,追剧,28,0.25,4一般,66,0.07142857142857142,1非常消极,543,0.07142857142857142,6比较积极,1,0.21428571428571427,6比较积极,4,0.17857142857142858,4一般,90,0.17857142857142858,5有些积极,直男,懒散,细腻,绿茶,男性,21,本科,5
